InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
571678,34729,Product 6,19,12/14/2023 16:24,54.22,18433,Indonesia
512109,40099,Product 14,11,11/08/2023 00:37,2.41,16863,Indonesia
522010,39961,Product 3,11,04/27/2023 05:57,26.51,15172,Indonesia
508787,22602,Product 10,13,02/13/2023 12:31,45.54,16873,Indonesia
508472,19256,Product 3,11,06/22/2023 14:20,69.6,12734,Indonesia
523383,96120,Product 12,18,03/21/2023 21:20,73.58,17574,Indonesia
561709,44681,Product 17,15,07/22/2023 04:35,99.55,10995,Indonesia
569785,97440,Product 5,1,08/15/2023 18:19,29.46,12047,Indonesia
534518,74789,Product 9,7,02/16/2023 08:48,54.28,15191,Indonesia
553909,53361,Product 7,13,01/14/2023 14:30,53.8,19721,Indonesia
518351,74503,Product 4,12,01/01/2023 20:53,41.16,14859,Indonesia
569624,44540,Product 13,18,09/16/2023 15:22,17.75,18838,Indonesia
553330,36536,Product 13,19,01/12/2023 09:31,97.77,17554,Indonesia
515282,94700,Product 10,15,09/29/2023 07:37,85.48,15393,Indonesia
584866,73043,Product 18,8,06/05/2023 20:07,50.33,15575,Indonesia
521778,88532,Product 17,19,05/02/2023 03:25,60.72,15249,Indonesia
524264,66575,Product 13,10,05/16/2023 17:27,23.5,13005,Indonesia
559675,12871,Product 17,7,08/08/2023 04:40,54.83,19762,Indonesia
505075,56002,Product 4,18,08/16/2023 21:16,69.8,17574,Indonesia
575948,59812,Product 1,16,07/20/2023 00:52,52.0,16265,Indonesia
548454,32626,Product 1,6,07/31/2023 12:27,99.04,10698,Indonesia
528365,69979,Product 15,9,08/28/2023 12:45,61.52,11585,Indonesia
572766,86057,Product 13,13,02/04/2023 05:17,37.73,10466,Indonesia
548200,76668,Product 17,8,09/13/2023 04:46,77.44,11021,Indonesia
511002,90070,Product 8,16,01/10/2023 17:58,17.88,11678,Indonesia
513947,99390,Product 18,13,12/31/2023 04:54,39.07,11757,Indonesia
579222,52998,Product 13,13,10/16/2023 21:00,35.35,14887,Indonesia
594840,73814,Product 14,17,05/26/2023 14:48,43.75,17916,Indonesia
578610,55607,Product 8,5,09/24/2023 20:25,78.4,12027,Indonesia
552142,17812,Product 8,17,03/04/2023 21:58,48.93,17916,Indonesia
556307,71844,Product 15,9,10/10/2023 16:12,79.61,14297,Indonesia
504493,80093,Product 13,2,04/08/2023 08:34,58.07,15734,Indonesia
550085,12179,Product 7,18,11/07/2023 05:27,34.86,17099,Indonesia
534228,53798,Product 5,9,07/16/2023 04:37,81.19,10860,Indonesia
579676,84601,Product 17,6,09/16/2023 20:22,24.59,18666,Indonesia
551875,18275,Product 16,11,02/22/2023 04:09,23.21,14658,Indonesia
531655,60574,Product 2,6,03/24/2023 16:20,50.95,19789,Indonesia
543472,57857,Product 18,6,03/19/2023 08:45,26.82,16910,Indonesia
549437,30700,Product 17,13,01/01/2023 18:44,1.9,12731,Indonesia
549416,49464,Product 7,11,07/24/2023 03:00,65.18,13104,Indonesia
559711,52351,Product 13,14,10/15/2023 01:27,51.6,11306,Indonesia
506816,92534,Product 18,2,04/05/2023 07:38,45.11,12062,Indonesia
577175,23869,Product 14,8,06/03/2023 01:53,96.73,10502,Indonesia
564307,70315,Product 18,3,04/28/2023 02:58,57.55,18529,Indonesia
546733,30954,Product 13,3,11/02/2023 11:00,86.48,18154,Indonesia
595028,41555,Product 11,1,02/23/2023 11:04,14.81,15618,Indonesia
511240,73353,Product 16,19,08/10/2023 16:47,57.35,19062,Indonesia
598234,92190,Product 17,18,09/12/2023 14:22,86.93,16910,Indonesia
592493,55026,Product 8,17,07/26/2023 04:20,58.73,19721,Indonesia
598344,56976,Product 19,13,03/07/2023 10:50,72.08,10769,Indonesia
571363,90578,Product 15,3,04/13/2023 05:33,37.83,11016,Indonesia
532762,55095,Product 9,1,10/21/2023 17:33,10.15,19268,Indonesia
508259,24270,Product 10,4,12/04/2023 14:26,46.33,14488,Indonesia
550139,40908,Product 12,13,11/04/2023 05:32,40.05,18684,Indonesia
514849,25523,Product 1,17,12/01/2023 22:41,86.84,19167,Indonesia
581768,72433,Product 9,11,02/20/2023 16:04,25.16,13627,Indonesia
589709,57068,Product 15,2,10/12/2023 03:09,96.71,15393,Indonesia
554869,29991,Product 1,16,07/03/2023 16:09,95.86,13304,Indonesia
563095,20775,Product 12,2,09/30/2023 19:23,25.52,10995,Indonesia
570910,87801,Product 3,19,03/10/2023 01:05,35.46,17385,Indonesia
586710,94995,Product 11,19,02/22/2023 01:12,89.66,11059,Indonesia
523567,71250,Product 2,16,05/06/2023 10:42,96.7,10391,Indonesia
535292,26673,Product 16,19,08/28/2023 10:50,44.9,13510,Indonesia
574813,37056,Product 9,9,04/21/2023 22:54,32.78,13304,Indonesia
597136,16614,Product 15,1,12/02/2023 10:53,53.08,17385,Indonesia
551631,17415,Product 12,10,01/08/2023 03:39,69.09,12731,Indonesia
509885,98691,Product 1,19,07/03/2023 02:31,28.07,12747,Indonesia
559659,53884,Product 13,1,07/14/2023 17:57,73.91,15393,Indonesia
554306,26964,Product 14,2,02/20/2023 18:20,6.11,13152,Indonesia
566314,47726,Product 8,16,01/05/2023 17:27,5.88,12558,Indonesia
565087,47044,Product 8,12,06/19/2023 21:20,39.24,14887,Indonesia
529165,67149,Product 12,8,11/22/2023 00:04,35.99,15249,Indonesia
558929,47544,Product 1,18,08/21/2023 11:25,32.25,11757,Indonesia
567028,59976,Product 11,2,02/15/2023 01:48,49.61,11291,Indonesia
595998,42252,Product 8,13,03/19/2023 12:26,32.75,14636,Indonesia
549812,13832,Product 10,6,03/14/2023 14:56,20.03,13748,Indonesia
550500,90437,Product 19,6,08/02/2023 14:55,31.64,15134,Indonesia
579151,44148,Product 11,9,12/16/2023 10:47,97.52,15056,Indonesia
558643,71240,Product 7,16,03/02/2023 16:25,41.7,11899,Indonesia
544900,98454,Product 11,11,10/19/2023 00:07,45.03,10202,Indonesia
542946,95076,Product 17,7,04/23/2023 02:51,58.08,16235,Indonesia
507851,87116,Product 1,10,07/26/2023 14:55,98.35,14389,Indonesia
516288,63459,Product 8,10,08/02/2023 13:25,24.92,11663,Indonesia
572692,48402,Product 6,18,01/28/2023 22:13,68.45,15486,Indonesia
567580,67727,Product 18,9,08/04/2023 01:44,71.88,15575,Indonesia
507368,48578,Product 6,15,06/03/2023 13:58,61.13,10863,Indonesia
585436,32318,Product 5,4,11/08/2023 18:06,9.77,17099,Indonesia
596136,85715,Product 13,8,01/03/2023 14:22,68.01,12734,Indonesia
546403,87787,Product 19,9,08/26/2023 10:46,7.35,18154,Indonesia
591170,95029,Product 8,13,10/01/2023 05:34,60.02,17392,Indonesia
509168,30466,Product 9,9,01/15/2023 22:36,74.22,17408,Indonesia
586497,55475,Product 17,4,01/28/2023 09:38,21.89,15134,Indonesia
549879,70142,Product 3,17,09/30/2023 06:21,84.32,16873,Indonesia
559871,95160,Product 19,16,05/06/2023 11:24,4.01,14737,Indonesia
589388,36564,Product 11,15,05/25/2023 12:19,84.54,10863,Indonesia
598646,32412,Product 17,3,01/25/2023 03:09,46.57,11528,Indonesia
532174,61001,Product 19,5,03/08/2023 08:44,22.54,15578,Indonesia
599751,67649,Product 2,5,05/26/2023 14:35,14.24,17280,Indonesia
592491,70957,Product 8,15,04/21/2023 21:33,95.38,15191,Indonesia
506581,45517,Product 19,18,04/21/2023 07:39,8.19,16184,Indonesia
571853,23156,Product 7,15,08/24/2023 18:41,20.71,19467,Indonesia
564046,33064,Product 17,2,04/11/2023 05:51,35.43,11685,Indonesia
549678,35711,Product 6,13,10/09/2023 01:58,62.4,14389,Indonesia
526649,40106,Product 19,4,11/11/2023 12:05,54.94,19925,Indonesia
588668,75458,Product 6,10,08/17/2023 00:52,13.44,11267,Indonesia
582325,26589,Product 2,13,05/30/2023 20:05,29.68,18004,Indonesia
514567,99272,Product 6,10,03/11/2023 22:47,24.64,17280,Indonesia
580404,96511,Product 5,9,01/04/2023 10:29,22.14,11707,Indonesia
589906,17214,Product 19,8,04/05/2023 22:08,41.7,13627,Indonesia
596019,95731,Product 4,3,09/04/2023 02:50,70.7,19925,Indonesia
561944,37127,Product 17,16,01/31/2023 07:36,22.53,10391,Indonesia
578002,15141,Product 11,14,02/05/2023 05:01,37.3,15486,Indonesia
528803,38884,Product 4,9,08/08/2023 10:03,39.7,15116,Indonesia
518230,12708,Product 13,11,12/01/2023 05:53,97.67,15535,Indonesia
517862,28375,Product 17,3,04/04/2023 05:50,95.51,14297,Indonesia
543355,25088,Product 9,5,03/03/2023 01:14,80.21,19268,Indonesia
531259,67615,Product 4,10,07/22/2023 07:25,24.92,15116,Indonesia
599075,55046,Product 14,13,06/22/2023 11:04,7.74,15311,Indonesia
587445,20014,Product 19,4,11/22/2023 21:03,32.37,11484,Indonesia
530795,74425,Product 3,13,10/02/2023 19:32,27.41,15864,Indonesia
508770,13273,Product 14,12,01/20/2023 16:11,51.09,11899,Indonesia
511093,57135,Product 8,5,02/16/2023 00:25,78.0,10502,Indonesia
546571,40881,Product 1,10,05/22/2023 05:36,85.97,19692,Indonesia
500193,88077,Product 10,9,05/19/2023 03:12,84.64,11663,Indonesia
517569,18712,Product 18,7,09/16/2023 00:05,36.61,19914,Indonesia
511190,84704,Product 16,2,06/27/2023 09:04,69.04,16863,Indonesia
562824,62874,Product 8,7,05/18/2023 11:01,31.97,12062,Indonesia
542752,79087,Product 1,8,01/13/2023 07:01,7.03,19268,Indonesia
532327,22297,Product 12,7,03/25/2023 00:36,70.45,14426,Indonesia
542070,37128,Product 8,14,11/25/2023 16:08,1.97,14413,Indonesia
585925,78368,Product 16,19,02/07/2023 22:34,41.51,16396,Indonesia
540197,97599,Product 18,5,04/04/2023 16:04,33.61,17208,Indonesia
502261,98499,Product 4,18,11/14/2023 11:49,69.64,11585,Indonesia
593905,88958,Product 6,12,11/30/2023 20:55,76.86,16892,Indonesia
526512,42920,Product 12,17,05/17/2023 01:11,31.11,19721,Indonesia
506716,21156,Product 9,13,02/04/2023 00:39,81.35,10854,Indonesia
586795,21108,Product 15,2,11/16/2023 21:28,30.1,19167,Indonesia
528933,41845,Product 16,13,11/24/2023 10:40,45.19,18154,Indonesia
504378,12800,Product 12,7,08/17/2023 13:29,72.97,19925,Indonesia
540583,52712,Product 14,10,10/18/2023 20:36,69.6,18433,Indonesia
585371,12610,Product 13,6,01/05/2023 18:58,98.75,11016,Indonesia
529033,87603,Product 2,3,03/19/2023 03:24,23.29,17916,Indonesia
524000,43872,Product 3,3,08/25/2023 09:24,66.57,10878,Indonesia
575868,20728,Product 10,18,10/23/2023 07:38,61.36,16873,Indonesia
542604,30583,Product 9,11,04/14/2023 13:31,91.59,13556,Indonesia
568336,95774,Product 8,5,06/28/2023 05:32,16.48,17989,Indonesia
595074,17263,Product 10,19,01/23/2023 14:32,75.43,13840,Indonesia
595655,77450,Product 19,19,06/02/2023 16:32,57.26,14426,Indonesia
573869,99285,Product 3,15,11/05/2023 07:39,28.19,16863,Indonesia
505410,29456,Product 5,16,02/08/2023 18:05,47.97,10202,Indonesia
583375,75942,Product 3,9,05/14/2023 02:06,34.04,15530,Indonesia
556044,23689,Product 16,4,06/28/2023 07:41,58.35,17858,Indonesia
563315,42934,Product 17,15,01/15/2023 14:28,89.01,19670,Indonesia
596055,43276,Product 15,12,10/16/2023 19:29,57.36,14737,Indonesia
571344,29873,Product 3,3,08/19/2023 03:28,63.54,15535,Indonesia
506796,23050,Product 12,14,02/07/2023 00:36,52.36,14488,Indonesia
586716,76216,Product 9,17,10/16/2023 03:21,6.07,17629,Indonesia
554245,94444,Product 12,19,11/18/2023 09:04,24.05,17408,Indonesia
543056,94040,Product 15,6,05/03/2023 09:32,49.71,12693,Indonesia
517709,31644,Product 2,4,04/28/2023 05:12,31.71,10502,Indonesia
558557,72021,Product 18,7,06/08/2023 14:35,18.99,12433,Indonesia
517543,47125,Product 12,19,12/31/2023 19:55,50.91,13073,Indonesia
537418,76899,Product 4,17,01/15/2023 07:04,32.96,15276,Indonesia
594611,52291,Product 16,16,06/06/2023 14:03,26.55,16278,Indonesia
596038,45060,Product 16,15,11/28/2023 12:01,46.93,18996,Indonesia
516724,11538,Product 1,8,04/05/2023 18:50,14.2,15864,Indonesia
503828,46176,Product 2,19,10/19/2023 10:26,92.85,19789,Indonesia
517087,51520,Product 3,8,03/10/2023 19:10,86.9,18901,Indonesia
512605,35675,Product 17,18,09/11/2023 09:39,71.05,18666,Indonesia
531337,28287,Product 1,16,02/07/2023 05:07,11.52,18154,Indonesia
505482,10174,Product 6,19,01/23/2023 14:25,77.81,18792,Indonesia
565333,44998,Product 15,10,10/29/2023 10:11,80.99,11853,Indonesia
592541,63312,Product 14,17,08/06/2023 12:39,77.01,10189,Indonesia
588296,22112,Product 15,13,07/29/2023 00:46,12.28,16873,Indonesia
550952,85225,Product 14,13,04/14/2023 10:11,64.75,17035,Indonesia
505463,54814,Product 5,7,12/22/2023 15:03,83.6,14658,Indonesia
570448,95091,Product 6,10,05/13/2023 04:07,58.16,17892,Indonesia
504648,60719,Product 17,2,05/07/2023 09:48,64.99,13304,Indonesia
533623,43919,Product 11,4,04/02/2023 08:53,46.38,15486,Indonesia
559156,83155,Product 16,6,02/20/2023 13:39,53.34,11678,Indonesia
535634,81569,Product 12,18,10/24/2023 21:10,4.4,14737,Indonesia
544602,51328,Product 15,6,09/14/2023 13:36,64.26,13890,Indonesia
549334,80482,Product 4,17,12/12/2023 13:35,9.06,18792,Indonesia
568648,34618,Product 18,14,07/01/2023 22:56,44.07,12062,Indonesia
522054,44675,Product 3,11,01/01/2023 21:54,29.97,12734,Indonesia
570028,28919,Product 8,19,05/29/2023 14:08,55.0,19721,Indonesia
522207,14173,Product 3,2,11/05/2023 08:09,14.21,11059,Indonesia
580650,36400,Product 8,3,11/09/2023 20:25,69.47,16331,Indonesia
599821,60445,Product 18,11,10/18/2023 19:24,79.71,18571,Indonesia
581554,80305,Product 10,6,03/31/2023 10:37,17.17,17392,Indonesia
521386,47564,Product 17,14,07/29/2023 01:26,11.33,15051,Indonesia
583276,55814,Product 8,19,01/17/2023 10:58,15.41,10202,Indonesia
559518,89747,Product 11,16,12/30/2023 18:53,87.84,19692,Indonesia
552781,98791,Product 5,7,06/01/2023 06:51,53.29,11636,Indonesia
552780,37962,Product 13,8,07/17/2023 20:23,47.26,12433,Indonesia
561440,94892,Product 5,19,06/10/2023 16:28,11.56,16528,Indonesia
544199,95842,Product 13,16,03/04/2023 10:21,65.31,18901,Indonesia
561035,80533,Product 6,7,06/03/2023 17:20,86.93,13242,Indonesia
508210,66184,Product 5,9,02/18/2023 06:16,82.99,12693,Indonesia
544363,92912,Product 9,13,03/25/2023 08:48,62.98,15915,Indonesia
578279,20578,Product 16,1,05/28/2023 21:21,8.45,18996,Indonesia
560348,28624,Product 2,8,03/04/2023 07:48,12.13,17035,Indonesia
555284,49194,Product 1,4,11/23/2023 00:31,5.88,17916,Indonesia
572124,10389,Product 8,3,05/21/2023 22:50,26.49,16736,Indonesia
568847,77391,Product 19,3,07/30/2023 16:44,14.43,13840,Indonesia
522432,23794,Product 11,13,10/13/2023 15:39,26.74,17408,Indonesia
564089,68002,Product 12,8,01/19/2023 17:00,39.12,15393,Indonesia
555398,45531,Product 12,7,03/19/2023 18:46,94.36,15276,Indonesia
599291,62815,Product 7,1,07/13/2023 21:27,61.43,17208,Indonesia
503321,14986,Product 13,16,04/23/2023 17:29,83.66,15578,Indonesia
581348,42298,Product 8,6,06/15/2023 18:03,71.32,13304,Indonesia
537383,11481,Product 9,7,09/21/2023 22:38,12.14,15618,Indonesia
578682,66408,Product 7,12,05/11/2023 09:09,73.86,14658,Indonesia
579190,79267,Product 15,9,06/11/2023 00:22,28.23,11853,Indonesia
552893,26835,Product 2,11,02/24/2023 17:06,64.27,18322,Indonesia
535820,37798,Product 12,10,12/15/2023 07:00,34.76,10064,Indonesia
566262,74887,Product 1,1,11/09/2023 22:02,99.77,15134,Indonesia
503760,29477,Product 8,18,09/12/2023 07:53,27.09,13385,Indonesia
522190,27266,Product 5,4,09/06/2023 14:36,28.63,16331,Indonesia
567411,96328,Product 15,5,03/08/2023 18:32,93.14,13104,Indonesia
523377,95988,Product 1,9,04/02/2023 14:07,3.44,15864,Indonesia
546737,53526,Product 1,17,10/18/2023 13:31,69.97,17629,Indonesia
569569,21889,Product 10,3,04/30/2023 13:42,72.81,12433,Indonesia
538211,34335,Product 10,16,06/14/2023 21:20,83.8,15249,Indonesia
582909,21254,Product 15,5,08/11/2023 22:47,97.47,18755,Indonesia
